Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PB;JOAO PESSOA;SEVIRGAS COMERCIO DE GAS E AGUA EIRELI; 21.618.846/0001-60;RUA ABELARDO PEREIRA DOS SANTOS;118;SALA 1;BANCARIOS;58051-810;GLP;06/12/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;PIRACICABA;MR CHAVES COMERCIO DE GAS; 29.830.736/0001-79;RUA CARAPICUIBA;123;;LOTEAMENTO SAO FRANCISCO;13423-496;GLP;08/12/2022;104,99;;R$ / 13 kg;BRANCA
S;RS;GRAMADO;SH COMERCIAL DE GAS LTDA; 02.525.393/0002-63;RUA COSTA E SILVA;644;;VILA JARDIM;95670-000;GLP;07/12/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;PONTA GROSSA;DALZOTO COMERCIO VAREJISTA DE GAS LTDA; 29.477.234/0001-06;RUA APUCARANA;5;;NOVA RUSSIA;84071-060;GLP;06/12/2022;108;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;ALEXSANDRO FIGUEIREDO DE ALMEIDA 77657586249; 29.810.687/0001-02;RUA CAMBUCI;17;QUADRA 301;CIDADE NOVA;69097-420;GLP;07/12/2022;113;;R$ / 13 kg;AMAZONGÁS
SE;SP;MATAO;JULIANO VIEIRA 33686915898; 28.213.618/0001-59;AVENIDA AQUELINO BENASSI;460;FUNDOS;JARDIM SAO JOSE;15996-034;GLP;05/12/2022;110;;R$ / 13 kg;ULTRAGAZ
SE;MG;FRUTAL;TRIANGULO SUPERMERCADOS PLANURA EIRELI; 03.666.254/0002-12;RUA ARAXA;1518;;IPE AMARELO;38200-000;GLP;07/12/2022;109,9;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;R DE SOUZA LIMA; 11.041.598/0001-83;RUA MARITIBA;31;;LIRIO DO VALE;69038-090;GLP;05/12/2022;125;;R$ / 13 kg;FOGAS
CO;GO;ANAPOLIS;EDY PAULINO FILHO; 22.103.119/0001-22;AVENIDA CONTORNO;SN;QUADRA26 A                LOTE  2;JARDIM ARCO VERDE;75105-270;GLP;08/12/2022;115;;R$ / 13 kg;CONSIGAZ
N;RR;BOA VISTA;M IRISLANDE SOARES; 29.616.528/0001-71;RUA BENJAMIN PEREIRA DE MELO;2226;;SENADOR HELIO CAMPOS;69316-510;GLP;07/12/2022;132;;R$ / 13 kg;FOGAS
SE;SP;GUARULHOS;SN COMERCIO DE GLP LTDA; 29.921.554/0001-03;AVENIDA BOM JESUS DA LAPA;1101;;VILA NOVA BONSUCESSO;07175-140;GLP;08/12/2022;94,99;;R$ / 13 kg;BRANCA
N;AM;MANAUS;JOAB BASTOS DE FREITAS; 24.748.636/0001-84;RUA 17 DE MARCO;44;;SANTA ETELVINA;69059-160;GLP;06/12/2022;110;;R$ / 13 kg;FOGAS
NE;CE;JUAZEIRO DO NORTE;MARCELINO FERREIRA DA SILVA; 27.233.795/0001-34;RUA NOSSA SENHORA DO CARMO;460;;FRANCISCANOS;63020-180;GLP;08/12/2022;110;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;SAO TOME GAS EIRELI; 31.088.749/0001-66;RODOVIA BA 528;4;LOJA 4;SAO TOME DE PARIPE;40800-195;GLP;09/12/2022;99,99;;R$ / 13 kg;LIQUIGÁS
S;RS;PELOTAS;TIAGO LIMA DE CALDAS; 30.872.633/0001-50;RUA LEOPOLDO BROD;3935;;TRES VENDAS;96070-370;GLP;06/12/2022;105;;R$ / 13 kg;LIQUIGÁS
SE;SP;ITAQUAQUECETUBA;COMERCIAL GASMAIS LTDA; 16.103.050/0004-87;ESTRADA ALBERTO HINOTO;1274;A;VILA ZEFERINA;08576-015;GLP;09/12/2022;99,99;;R$ / 13 kg;CONSIGAZ
NE;PE;RECIFE;KARINA ARAGAO DE MOURA ALVES; 20.248.772/0001-54;RUA DO ANIL;926;;BEBERIBE;52130-265;GLP;05/12/2022;105;;R$ / 13 kg;BAHIANA
CO;MS;DOURADOS;DAIANE LAZZARETTI SOUZA; 06.272.573/0002-31;AVENIDA MARCELINO PIRES;273;;JARDIM CLIMAX;79820-010;GLP;05/12/2022;130;;R$ / 13 kg;ULTRAGAZ
NE;CE;JUAZEIRO DO NORTE;MARIA DAIZE DE SOUSA MACEDO 30817510397; 30.909.829/0001-72;RUA SANTA ISABEL;730;;SAO MIGUEL;63010-555;GLP;08/12/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;MOGI GUACU;R J TOLEDO GAS; 03.928.741/0003-97;AVENIDA BANDEIRANTES;1376;;VILA PINHEIRO;13845-440;GLP;08/12/2022;99,99;;R$ / 13 kg;CONSIGAZ
SE;SP;BAURU;ELIEGE LEAO GARCIA EIRELI; 30.944.949/0001-00;RUA BOA ESPERANCA;21002;;VILA SEABRA;17060-010;GLP;06/12/2022;94;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;FOZ DO IGUACU;PATRICIA BUENO VIEIRA 06907575906; 18.378.864/0001-07;RUA FRANCISCO PINTO SAMPAIO;44;;CIDADE NOVA;85870-668;GLP;07/12/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;UMUARAMA;SOUZA & GOULART COMERCIO DE GAS LTDA; 14.787.262/0001-52;AVENIDA ARACAJU;1603;;ZONA VII;87503-370;GLP;05/12/2022;120;;R$ / 13 kg;BRANCA
SE;SP;MARILIA;C A BERNARDO DISTRIBUIDORA DE GAS; 31.258.954/0001-22;AVENIDA JOQUEI CLUBE;914;;JOQUEI CLUBE;17521-450;GLP;08/12/2022;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;MA;SAO JOSE DE RIBAMAR;POSTO DUBAI III LTDA; 28.141.974/0001-04;RUA NEW ORLEANS;1;QUADRA18;ARACAGY;65110-000;GLP;08/12/2022;114,99;;R$ / 13 kg;BRANCA
NE;MA;CAXIAS;MUNDIAL GAS LTDA; 29.993.115/0001-06;RUA DAS ACACIAS;744;;PONTE;65609-295;GLP;08/12/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;CABO DE SANTO AGOSTINHO;JUARY MENEZES SANTOS; 29.957.009/0001-77;RODOVIA OLINDINA CAMPOS;81;;GAIBU;54590-000;GLP;06/12/2022;95;;R$ / 13 kg;BAHIANA
N;TO;ARAGUAINA;NILTON MAGNO BORBA; 29.684.307/0001-30;RUA 15;SN;QUADRA 18 LOTE 3;CONJUNTO RESIDENCIAL PATROCINIO;77826-618;GLP;05/12/2022;120;;R$ / 13 kg;LIQUIGÁS
SE;RJ;PETROPOLIS;R J A CHAVES DISTRIBUIDORA DE GAS LTDA; 30.420.986/0001-10;ESTRADA MINEIRA;1525;;CORREAS;25720-252;GLP;07/12/2022;105;;R$ / 13 kg;BRANCA
NE;AL;ARAPIRACA;ALEX FERNANDES PINHEIRO 03962038418; 31.009.369/0001-99;AVENIDA VEREADOR ALIPIO DE OLIVEIRA CALDAS;190;;PLANALTO;57308-450;GLP;07/12/2022;100;;R$ / 13 kg;BAHIANA
SE;SP;VINHEDO;VITOR DAMASCENO SIKOTA; 27.654.024/0001-10;RUA SANTA CRUZ;550;SALA 01;BARRA FUNDA;13280-000;GLP;05/12/2022;100;;R$ / 13 kg;BRANCA
N;AM;MANAUS;M A M LIMA; 27.602.409/0001-34;RUA INACIOLANDIA;31;;NOVO ALEIXO;69099-530;GLP;07/12/2022;125;;R$ / 13 kg;FOGAS
NE;MA;SAO LUIS;C A CASTRO TRANSPORTES EIRELI; 29.264.692/0001-67;AVENIDA CASEMIRO JUNIOR;200;;ANIL;65045-180;GLP;08/12/2022;114,99;;R$ / 13 kg;LIQUIGÁS
NE;PI;TERESINA;AGILIZE GAS EIRELI; 31.170.800/0001-84;RUA MANOEL DA PAZ;849;ANEXO B;VERMELHA;64019-280;GLP;07/12/2022;120;;R$ / 13 kg;BAHIANA
S;PR;COLOMBO;JOAO SERIBELO DOS SANTOS 16020233871; 30.140.728/0001-80;RUA DULCIDIO FALAVINHA;940;LOJA;GUARAITUBA;83406-040;GLP;05/12/2022;99,99;;R$ / 13 kg;BRANCA
CO;MT;CUIABA;ELI JOSE BARROS 05382425663; 28.068.917/0001-47;RUA TRINTA E CINCO (S CRUZ II);9;QUADRA 82;SANTA CRUZ II;78077-025;GLP;07/12/2022;120;;R$ / 13 kg;COPA ENERGIA
NE;SE;ARACAJU;CENTRAL REVENDEDORA DE GAS LTDA; 28.941.526/0001-95;RUA SAO CRISTOVAO;1752;;GETULIO VARGAS;49055-620;GLP;07/12/2022;100;;R$ / 13 kg;BAHIANA
SE;SP;EMBU DAS ARTES;GUSTAVO E MATHEUS COMERCIO DE GLP LTDA; 30.998.548/0001-33;AVENIDA JOAO PAULO II;1813;;JARDIM SANTA TEREZA;06813-015;GLP;05/12/2022;99,99;;R$ / 13 kg;CONSIGAZ
NE;MA;SAO LUIS;COMERCIO DE DERIVADOS DE PETROLEO JOYCE VIII LTDA; 28.758.094/0001-81;AVENIDA MARIO ANDREAZZA;3;;TURU;65068-500;GLP;08/12/2022;114,99;;R$ / 13 kg;BRANCA
NE;CE;MARACANAU;SOLONOPOLE COMERCIO DE GAS LTDA; 31.462.356/0001-70;RUA PRETORIA;SN;QUADRA126 LT 08;ALTO ALEGRE II;61921-355;GLP;07/12/2022;99,99;;R$ / 13 kg;BAHIANA
SE;RJ;DUQUE DE CAXIAS;MARAGAS COMERCIO DE GAS LP LTDA; 28.039.131/0001-00;AVENIDA NILO PECANHA;2474;LOTE  08                  QUADRA16;PARQUE LAFAIETE;25025-000;GLP;08/12/2022;95,99;;R$ / 13 kg;BRANCA
SE;SP;PAULINIA;ROCHA GAS COMERCIO DE GAS E AGUA EIRELI; 29.530.305/0001-97;AVENIDA FERRUCIO FERRAMOLA (RESIDENCIAL SAO JOSE);111;;JOAO ARANHA;13145-765;GLP;07/12/2022;104,99;;R$ / 13 kg;CONSIGAZ
S;RS;SANTA MARIA;TCHE COMERCIO, ATACADO E TRANSPORTE DE GAS LTDA.; 29.325.112/0001-02;RODOVIA BR-158;1055;;SAO JOAO;97030-002;GLP;06/12/2022;115;;R$ / 13 kg;LIQUIGÁS
S;RS;BAGE;ABREU FLORES & PEREIRA LTDA; 14.131.443/0001-26;RUA SAO JUDAS TADEO;779;;SAO JUDAS;96418-001;GLP;05/12/2022;120;;R$ / 13 kg;BRANCA
N;PA;BELEM;V A CABRAL REBELO VIANNA; 31.850.943/0001-37;RODOVIA ARTUR BERNARDES;545;;TELEGRAFO SEM FIO;66115-000;GLP;05/12/2022;103;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;SAO LUIS;L S COMERCIO E SERVICOS LTDA; 12.125.791/0006-70;AVENIDA DANIEL DE LA TOUCHE;4;SETOR ILHA DE BOMBA;COHAMA;65074-115;GLP;08/12/2022;114,99;;R$ / 13 kg;LIQUIGÁS
S;RS;VIAMAO;L H NOAL DISTRIBUIDORA DE GAS GLP EIRELI; 18.439.483/0001-90;AVENIDA SENADOR SALGADO FILHO;8621;;QUERENCIA;94440-000;GLP;06/12/2022;107;;R$ / 13 kg;BRANCA
SE;MG;IPATINGA;CARVALHO E GARDINGO LTDA; 71.118.939/0002-84;AVENIDA CARLOS CHAGAS;990;;CIDADE NOBRE;35162-359;GLP;05/12/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;CAXIAS DO SUL;LINEO FERNANDES DE SOUZA & CIA LTDA; 07.043.882/0003-83;RUA JACOB LUCHESI;4565;;SANTA CATARINA;95032-000;GLP;06/12/2022;89,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;GF JR SAMAMBAIA COMERCIO DE GAS LTDA; 31.627.438/0001-28;QUADRA QS 413 CONJUNTO A LOTE;6;;SAMAMBAIA NORTE (SAMAMBAIA);72321-571;GLP;07/12/2022;99,99;;R$ / 13 kg;ULTRAGAZ
SE;RJ;CABO FRIO;PROGAS MULTIGAS COMERCIO DE GAS EIRELI; 29.264.291/0005-30;RUA BELA VISTA;81;;AQUARIUS;28925-532;GLP;07/12/2022;81,99;;R$ / 13 kg;BRANCA
S;RS;GRAMADO;CARNEIRO DISTRIBUIDORA DE GAS LTDA; 31.343.595/0001-01;RUA JOSIAS MARTINHO;111;;MOURA;95670-000;GLP;07/12/2022;120;;R$ / 13 kg;ULTRAGAZ
SE;SP;SUZANO;MF-Z DISTRIBUIDORA DE GAS LTDA; 30.578.689/0001-05;AVENIDA FRANCISCO MARENGO;631;LOJA  01;JARDIM REVISTA;08694-000;GLP;05/12/2022;99,99;;R$ / 13 kg;CONSIGAZ
NE;BA;SALVADOR;ISAAC ALEIXO COSTA REVENDEDOR DE GAS; 32.288.034/0001-10;RUA HEIDE CARNEIRO;S/N;QUADRA 03 LOTE 02;VILA 2 DE JULHO;41262-100;GLP;08/12/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;UBERLANDIA;GAS.COM COMERCIO DE GAS LTDA; 32.323.028/0001-56;AVENIDA ANTONIO JORGE ISAAC;599;;MORUMBI;38407-477;GLP;07/12/2022;105;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;ANDRADE MAIA COMERCIO DE GAS LTDA; 27.562.732/0001-21;RUA ANDRADE MAIA;226;;VILA NHOCUNE;03558-040;GLP;05/12/2022;105;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;MAURA REGINA PINTO; 32.142.878/0001-58;RUA DOUTOR BLEY ZORNIG;371;;BOQUEIRAO;81730-350;GLP;08/12/2022;105;;R$ / 13 kg;ULTRAGAZ
S;PR;MARINGA;NEW AGILE COMERCIO DE GAS E TECNOLOGIA DA INFORMACAO LTDA; 17.029.766/0002-82;AVENIDA TUIUTI;1687;;VILA MORANGUEIRA;87040-360;GLP;07/12/2022;130;;R$ / 13 kg;ULTRAGAZ
SE;SP;LIMEIRA;UPV COMERCIO DE GAS LTDA.; 10.989.388/0003-10;RUA ALFREDO GODOY;26;;PARQUE RESIDENCIAL AEROPORTO;13481-532;GLP;08/12/2022;100;;R$ / 13 kg;ULTRAGAZ
CO;GO;CATALAO;JOAO VITOR CACOLA RAMOS; 30.535.418/0001-64;RUA MEXICO;201;SALA  B;BAIRRO DAS AMERICAS;75703-480;GLP;07/12/2022;113;;R$ / 13 kg;ULTRAGAZ
SE;MG;FRUTAL;SUPERMERCADO JB DE FRUTAL LTDA; 18.510.982/0018-75;AVENIDA RIO DE JANEIRO;3009;;WALDEMAR MARCHI;38200-000;GLP;07/12/2022;109,9;;R$ / 13 kg;ULTRAGAZ
SE;MG;GOVERNADOR VALADARES;DISTRIBUIDORA NAZARETH EIRELI; 27.547.781/0001-95;RUA PRIMEIRO DE JANEIRO;180;;NOSSA SENHORA DAS GRACAS;35058-240;GLP;05/12/2022;135;;R$ / 13 kg;LIQUIGÁS
N;RR;BOA VISTA;W DA SILVA COSTA; 31.352.821/0001-10;RUA C-35;397;LOJA  A;DOUTOR SILVIO LEITE;69314-352;GLP;06/12/2022;122;;R$ / 13 kg;AMAZONGÁS
SE;SP;ARACATUBA;BRITO COMERCIO DE GAS E AGUA MINERAL LTDA; 29.236.748/0001-70;RUA VASCO DA GAMA;368;DEPOSITO GAS;JUSSARA;16021-276;GLP;06/12/2022;120;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;MT;RONDONOPOLIS;MANANCIAL COMERCIO E DISTRIBUIDORA DE GAS GLP LTDA; 26.094.644/0001-80;RUA PRESIDENTE CASTELO BRANCO;64C;QUADRA3                   LOTE  1B;VILA OPERARIA;78720-630;GLP;08/12/2022;125;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;ROBSON DO NASCIMENTO MUNIZ; 30.360.623/0001-36;RUA IBICARAI;17;;NOVO ALEIXO;69099-561;GLP;07/12/2022;113;;R$ / 13 kg;AMAZONGÁS
S;PR;LONDRINA;EMBRACHOPP - EMPRESA BRASILEIRA DE CHOPP E BEBIDAS LTDA; 31.919.057/0001-12;AVENIDA SALGADO FILHO;36;;CALIFORNIA;86040-000;GLP;07/12/2022;95;;R$ / 13 kg;BRANCA
SE;SP;ARACATUBA;THIAGO ITALO BURGARELLI 37883951840; 24.461.722/0002-92;AVENIDA WALDEMAR ALVES;630;;SAO VICENTE;16050-005;GLP;06/12/2022;89,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;RN;PARNAMIRIM;GLP COMERCIO DE GAS LTDA; 31.396.033/0001-26;RUA JOSE BEZERRIL OLIVEIRA;109;CASA  10;VALE DO SOL;59143-010;GLP;06/12/2022;115;;R$ / 13 kg;LIQUIGÁS
CO;GO;LUZIANIA;QUENIA LOPES DOS SANTOS; 31.419.859/0001-63;AVENIDA LUCENA RORIZ;S/N;QUADRA58                  LOTE  128;JARDIM DO INGA;72850-010;GLP;07/12/2022;105;;R$ / 13 kg;BRANCA
CO;MT;VARZEA GRANDE;VG COMERCIO VAREJISTA DE GLP LTDA; 21.208.016/0001-64;R JOSE DE ALENCAR (LOT A VERMELHA);431;LOTEAMENTO AGUA VERMELHA;MARAJOARA;78138-130;GLP;06/12/2022;109,99;;R$ / 13 kg;BRANCA
S;SC;BLUMENAU;SAGATOR COMERCIO DE GAS EIRELI; 11.024.737/0003-22;RUA AMAZONAS;2867;;GARCIA;89022-001;GLP;06/12/2022;130;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;TABOAO DA SERRA;PIT STOP GAS LTDA; 32.163.402/0001-01;AVENIDA LAURITA ORTEGA MARI;1311;;VILA DAS OLIVEIRAS;06766-360;GLP;05/12/2022;99,99;;R$ / 13 kg;BRANCA
SE;SP;PAULINIA;MARITIMA COMERCIO DE GAS LTDA; 10.317.062/0004-28;AVENIDA FAUSTO PIETROBOM;114;;JARDIM PLANALTO;13145-189;GLP;07/12/2022;105;;R$ / 13 kg;CONSIGAZ
SE;SP;SAO JOAO DA BOA VISTA;D. DE OLIVEIRA DISTRIBUIDORA DE GAS; 32.743.596/0001-06;RUA PROFESSOR JOSE NOGUEIRA DE BARROS;113;;SAO MARCOS;13876-019;GLP;07/12/2022;100;;R$ / 13 kg;ULTRAGAZ
N;PA;MARABA;DEUZIMAR GOMES DE LIMA; 07.507.577/0003-03;QUADRA FOLHA 16 QUADRA 08 LOTE 17;17;;NOVA MARABA;68501-170;GLP;08/12/2022;120;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO LUIS;SERVI POSTO GASOLEOS COHATRAC LTDA; 08.892.570/0001-45;RUA 1300;1;QUADRA 13 LOTES 01 E 06;PARQUE AURORA;65050-330;GLP;08/12/2022;114,99;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA MARIA;DEISE POLTOZI; 30.907.465/0001-91;RODOVIA BR-287;2007;;PINHEIRO MACHADO;97030-285;GLP;08/12/2022;110;;R$ / 13 kg;BRANCA
SE;SP;LINS;DAVID ALVES CLEMENTE 40391322893; 31.455.227/0001-55;AVENIDA SAO PAULO;1880;;VILA GUARARAPES;16403-020;GLP;08/12/2022;100;;R$ / 13 kg;COPA ENERGIA
NE;PB;BAYEUX;EDVANDO BELARMINO PEREIRA; 26.976.617/0001-30;RUA DIOGENES CHIANCA;451;FUNDOS;SESI;58305-430;GLP;05/12/2022;110;;R$ / 13 kg;BRANCA
NE;CE;JUAZEIRO DO NORTE;DEPOSITO NOSSA SENHORA DE FATIMA COMERCIO DE GLP LTDA; 32.583.665/0001-61;AVENIDA GOVERNADOR VIRGILIO TAVORA;985;;TIMBAUBA;63028-352;GLP;07/12/2022;110;;R$ / 13 kg;LIQUIGÁS
NE;PE;CARUARU;JOSENILSON F DA SILVA; 23.364.562/0001-10;RUA BAHIA;120;1;DIVINOPOLIS;55010-350;GLP;06/12/2022;90;;R$ / 13 kg;BAHIANA
CO;GO;CATALAO;GERALDO JOSE DA SILVA CATALANO; 37.032.992/0001-49;AVENIDA JOSE MARIA VIEIRA;560;A;SANTA HELENA II;75704-240;GLP;07/12/2022;115;;R$ / 13 kg;ULTRAGAZ
SE;RJ;SAO JOAO DE MERITI;MONTE SINAI REVENDA DE GLP LTDA; 28.488.356/0001-35;AVENIDA AUTOMOVEL CLUBE;3712;;VILAR DOS TELES;25561-170;GLP;08/12/2022;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;TEOFILO OTONI;ELIENE GOMES DO NASCIMENTO; 31.923.791/0001-55;RUA RACHID HANDERE;1168;;BELA VISTA;39800-370;GLP;08/12/2022;115;;R$ / 13 kg;BRANCA
SE;SP;ARARAQUARA;FORTE GAS E REGIAO LTDA; 31.210.927/0002-60;RUA DOUTOR JOSE LOGATTI;824;;JARDIM ROBERTO SELMI DEI;14806-344;GLP;05/12/2022;110;;R$ / 13 kg;CONSIGAZ
SE;RJ;NOVA IGUACU;VALENTE COMERCIO DE GAS LTDA; 31.683.719/0001-06;RUA ADERBAL DA FONSECA;10;;SANTA EUGENIA;26286-020;GLP;07/12/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;TAUBATE;MARIA DA CONCEICAO ANGELA DE OLIVEIRA; 30.118.505/0001-16;RUA ITAPAGIPE;919;;PARQUE SENHOR DO BONFIM;12040-570;GLP;07/12/2022;95;;R$ / 13 kg;BRANCA
SE;SP;VOTUPORANGA;AUTO POSTO CAFE PAULISTA LTDA; 14.731.374/0001-91;RUA TOCANTINS;3320;;VILA MARIN;15505-189;GLP;08/12/2022;120;;R$ / 13 kg;LIQUIGÁS
NE;PB;JOAO PESSOA;LUCIANO KLEYTON DA SILVA SOUZA; 31.246.756/0001-49;RUA MARIA MONICA BARROS DE SOUZA;149;CASA;MANGABEIRA;58056-300;GLP;06/12/2022;105;;R$ / 13 kg;BRANCA
SE;SP;TABOAO DA SERRA;PROGRESSO COMERCIO E ENTREGA DE GAS LTDA; 31.628.368/0001-22;AVENIDA LAURITA ORTEGA MARI;2000;;PARQUE PINHEIROS;06766-361;GLP;05/12/2022;111,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;PIRES E PIRES COMERCIO DE GAS LTDA; 32.550.227/0001-05;QUADRA QNM 21 CONJUNTO P LOTE;25;;CEILANDIA SUL (CEILANDIA);72215-226;GLP;06/12/2022;99,99;;R$ / 13 kg;CONSIGAZ
NE;CE;CRATO;COMERCIAL CRATO GAS LTDA; 31.699.826/0001-14;AVENIDA PADRE CICERO;995;LETRA A;SAO MIGUEL;63122-440;GLP;08/12/2022;109,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;M LEAL CRUZ & CIA LIMITADA; 22.729.924/0001-66;RUA HOKKAIDO;8;QD A LT 8                 LT ORIENT;PARQUE 10 DE NOVEMBRO;69054-664;GLP;07/12/2022;120;;R$ / 13 kg;FOGAS
CO;GO;CATALAO;CLEDIMAR MANOEL DOS ANJOS; 31.944.354/0001-18;AVENIDA JOAO NEVES VIEIRA;1419;;LOTEAMENTO SANTA HELENA II;75704-390;GLP;07/12/2022;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;POUSO ALEGRE;MARCIO ROBERTO DIAS PEREIRA; 00.979.519/0002-44;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA;2755;;SAO CARLOS;37557-000;GLP;08/12/2022;100;;R$ / 13 kg;BRANCA
N;AM;MANAUS;ELIELSON MARQUES DE OLIVEIRA; 32.353.515/0001-61;RUA SANSAO;19;;NOVO ISRAEL;69039-737;GLP;06/12/2022;125;;R$ / 13 kg;FOGAS
CO;GO;AGUAS LINDAS DE GOIAS;G&R COMERCIO DE GAS LTDA; 32.988.893/0001-11;QUADRA 53 CONJUNTO A;SN;LOTE  02;PARQUE DA BARRAGEM SETOR 01;72911-190;GLP;05/12/2022;104,99;;R$ / 13 kg;BRANCA
SE;MG;TEOFILO OTONI;GVL ATACADISTA DE GAS EIRELI; 33.010.184/0001-20;AVENIDA ALFREDO SA;2461;;JARDIM DAS ACACIAS;39804-000;GLP;08/12/2022;110;;R$ / 13 kg;ULTRAGAZ
SE;RJ;ANGRA DOS REIS;M B B W FOLGOSA COMERCIO DE AGUA E GAS LTDA; 29.576.682/0001-67;RUA RIO DE JANEIRO;157;;ENCRUZO DA ENSEADA (CUNHAMBEBE);23931-430;GLP;07/12/2022;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SANTA MARIA;COMERCIAL DE GAS CAMOBI EIRELI; 30.123.631/0001-69;AVENIDA PREFEITO EVANDRO BEHR;5240;SALA  02;CAMOBI;97110-800;GLP;06/12/2022;107,9;;R$ / 13 kg;LIQUIGÁS
SE;SP;JACAREI;AUTO POSTO JARDIM SAO PAULO II LTDA; 26.334.165/0001-93;AVENIDA MARIA AUGUSTA FAGUNDES GOMES;61;;RESIDENCIAL SAO PAULO;12322-300;GLP;05/12/2022;115;;R$ / 13 kg;ULTRAGAZ
S;PR;CURITIBA;D C M DE CARVALHO GAS GLP; 31.910.756/0001-00;RUA DAS CARMELITAS;2930;;BOQUEIRAO;81650-060;GLP;08/12/2022;96,9;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;BOCA DO RIO COMERCIO DE GAS LTDA; 33.864.941/0001-22;RUA LUCIO MANOEL DA HORA;29A;TR BOCA DO RIO;BOCA DO RIO;41710-705;GLP;07/12/2022;114,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;BARRA MANSA;AC REVENDA DE GAS EIRELI; 30.798.298/0001-98;AVENIDA HOMERO LEITE;422;;SAUDADE;27313-190;GLP;07/12/2022;99,9;;R$ / 13 kg;ULTRAGAZ
NE;PE;OLINDA;L & K COMERCIO DE GAS LTDA; 32.760.079/0001-45;RUA PREF MANUEL REGUEIRA;404;LOTE  N. SRA. DE FATIMA;BULTRINS;53320-160;GLP;05/12/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;RN;PARNAMIRIM;JOSE GILBERTO MARQUES DOS SANTOS; 31.051.502/0001-75;RUA CAMPO DE MAIO;90;CASA;CAJUPIRANGA;59156-775;GLP;06/12/2022;120;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;POSTO CARONE LTDA; 29.018.539/0001-50;AVENIDA SAO LUIS REI DE FRANCA;100;LOJA  TELHEIRO / POSTO;TURU;65065-470;GLP;08/12/2022;114,99;;R$ / 13 kg;LIQUIGÁS
N;RR;BOA VISTA;S PAULA COSTA GOMES; 30.980.495/0001-23;RUA CLOSVALDO PAES CAROLINO;283;;SENADOR HELIO CAMPOS;69316-570;GLP;08/12/2022;125;;R$ / 13 kg;AMAZONGÁS
SE;MG;FRUTAL;TRIANGULO SUPERMERCADOS PLANURA EIRELI; 03.666.254/0006-46;AVENIDA JOSE DE ALENCAR;1045;;ALTO BOA VISTA;38200-000;GLP;06/12/2022;109,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DOS CAMPOS;A DA COSTA MANSO; 07.770.882/0001-13;RUA AUDEMO VENEZIANI;441;;ALTO DA PONTE;12212-372;GLP;07/12/2022;105;;R$ / 13 kg;ULTRAGAZ
NE;BA;JUAZEIRO;ANDRE LUIS FREIRE DIAS; 63.267.033/0001-12;RUA DURVAL BARBOSA DA CUNHA;SN;CASA;JARDIM FLORIDA;48900-580;GLP;05/12/2022;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;TABOAO DA SERRA;L. S. DA ROCHA GLP; 31.440.319/0001-61;RUA GERALDINA CARLOS DOS SANTOS;194;;NUCLEO RESIDENCIAL ISABELA;06780-140;GLP;05/12/2022;94,99;;R$ / 13 kg;CONSIGAZ
