Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PE;PETROLINA;BONUS SUPERMERCADO LTDA; 03.756.362/0001-03;AVENIDA DA INTEGRACAO;510;"LOTE: VILA DOS INGAS;";SAO JOSE;56302-450;GLP;08/11/2022;119;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;VOLTA REDONDA;B G A PEREIRA COMERCIO DE GAS ME; 11.445.680/0001-73;AVENIDA ANTONIO DE ALMEIDA;506;;RETIRO;27275-040;GLP;08/11/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MS;CAMPO GRANDE;TRADIÇÃO GÁS LTDA - ME; 11.813.959/0001-62;RUA TEODORO ROSEVELT;359;;VILA MARLI;79116-190;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;HELIO ALVES DE LIMA GAS E AGUA ME; 08.906.442/0002-94;AVENIDA MARECHAL FLORIANO PEIXOTO;6,794;CASA  4;BOQUEIRAO;81670-000;GLP;08/11/2022;99,9;;R$ / 13 kg;BRANCA
S;PR;CASCAVEL;JOSE OSMAR WEBER - 36966630934; 11.898.579/0001-78;RUA CUIABA;4222;;CIRO NARDI;85802-030;GLP;08/11/2022;112;;R$ / 13 kg;BRANCA
SE;SP;BRAGANCA PAULISTA;EUROPA EMPREENDIMENTOS LTDA.; 67.964.429/0008-46;AVENIDA   EUROPA;26;;JARDIM EUROPA;12919-280;GLP;08/11/2022;109,9;;R$ / 13 kg;LIQUIGÁS
SE;RJ;RIO DE JANEIRO;DELTA 2 COMÉRCIO  DE GÁS LTDA ME; 12.320.997/0001-46;RUA  FIGUEIREDO PIMENTEL;174;;PIEDADE;20751-200;GLP;08/11/2022;98;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;JACAREI;REIS & REIS GAS E AGUA LTDA; 11.721.103/0001-67;RUA JOSE CONCEICAO BARREIROS;96;;RESIDENCIAL SANTA PAULA;12302-224;GLP;08/11/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;NORTE GAS TOTAL LTDA - M. E.; 12.409.693/0001-50;RUA JOSE DOS REIS;1538;;ENGENHO DE DENTRO;20770-062;GLP;08/11/2022;100;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;ELICIANO DA CRUZ CIRIACO; 11.220.470/0001-87;RUA GIRUA;919;;CIDADE NOVA;69095-000;GLP;08/11/2022;115;;R$ / 13 kg;AMAZONGÁS
S;PR;APUCARANA;COMÉRCIO DE GÁS GUERRA LTDA ME; 10.758.633/0001-17;AVENIDA   AMERICA;52;;JARDIM AMERICA;86807-050;GLP;08/11/2022;100;;R$ / 13 kg;BRANCA
SE;RJ;RIO DE JANEIRO;COMÉRCIO DE BOTIJÃO DE GÁS DOIS DE FEVEREIRO LTDA -ME; 11.111.973/0001-14;RUA DOIS DE FEVEREIRO;371;A PARTE;ENCANTADO;20730-451;GLP;08/11/2022;89;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;CUIABA;KENIO  MARTINS FORTES  - EPP; 03.742.291/0001-81;AVENIDA SENADOR  METELLO;S/N;;GIOABEIRA;78030-005;GLP;08/11/2022;130;;R$ / 13 kg;COPA ENERGIA
S;SC;FLORIANOPOLIS;FRANK  & CIA COMÉRCIO DE GÁS & ÁGUA LTDA - ME; 06.006.453/0001-01;ESTRADA   DARIO MANOEL CARDOSO;1;;INGLESES DO RIO VERMELHO;88058-400;GLP;08/11/2022;123;;R$ / 13 kg;BRANCA
S;SC;FLORIANOPOLIS;JULIANO ZOELIO DE ALMEIDA - ME; 12.871.071/0001-49;SERVIDÃO  MARIA SILVA RAMOS;413;;INGLESES DO RIO VERMELHO;88058-265;GLP;08/11/2022;120;;R$ / 13 kg;ULTRAGAZ
S;SC;FLORIANOPOLIS;THIAGO  TELE GÁS E ÁGUA LTDA - ME; 06.006.491/0001-64;SERVIDÃO   MARTINHO MANOEL DA SILVEIRA;S/N;;SÃO JOÃO  DO RIO VERMELHO;88060-235;GLP;08/11/2022;130;;R$ / 13 kg;BRANCA
N;AM;MANAUS;M T V  FREIRE  - ME; 10.459.017/0001-65;RUA  ADIS ABEBA;1;QUADRA 381 -  CONJUNTO NOVA CIDADE;CIDADE NOVA;69097-489;GLP;08/11/2022;115;;R$ / 13 kg;FOGAS
S;RS;ESTEIO;CLECIO GILVANE STEINDORFF; 05.538.923/0002-04;RUA PADRE FELIPE;622;;CENTRO;93265-011;GLP;08/11/2022;102;;R$ / 13 kg;BRANCA
N;AM;MANAUS;S S COMÉRCIO DE GAS LTDA.; 08.520.373/0002-86;RUA   SALONIKA;379;QD. 230 CONHUNTO NOVA CIDADE;CIDADE NOVA;69097-237;GLP;08/11/2022;115;;R$ / 13 kg;FOGAS
CO;MT;CUIABA;MEJID RAFIC EL-SAYED ME; 05.259.542/0001-05;AVENIDA JOAO GOMES MONTEIRO SOBRINHO;284;;AREAO;78010-300;GLP;08/11/2022;130;;R$ / 13 kg;COPA ENERGIA
CO;MS;CAMPO GRANDE;DIAS E SOUZA COMERCIO DE GÁS LTDA ME; 12.444.713/0001-23;RUA   VÁRZEA GRANDE;133;;VILA MARGARIDA;79023-180;GLP;08/11/2022;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;ATIBAIA;PORTÃO COMÉRCIO DE GÁS E ÁGUA LTDA; 13.288.996/0001-24;RUA ANTONIO CUNHA LEITE;2085;;BAIRRO DO PORTÃO;12948-110;GLP;08/11/2022;120;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;DISTRIBUIDORA DE GÁS GAROTÃO LTDA ME; 12.962.804/0001-50;RUA PASSOS;612;;SANTA HELENA;32015-030;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
NE;CE;MARACANAU;KETLEY JUSSYANNA RODRIGUES MAGALHAES - ME; 10.295.173/0001-38;RUA   SANTOS DUMONT;1117;;PAJUCARA;61932-660;GLP;08/11/2022;125;;R$ / 13 kg;MINASGAS
SE;MG;IPATINGA;L A MACIEL & CIA LTDA; 11.615.831/0001-94;AVENIDA GERASA;1948;;BETHANIA;35164-056;GLP;08/11/2022;120;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;HELOIZIO DE SOUZA COELHO; 12.045.099/0001-27;AVENIDA VEREADOR HAMILTON TEODORO GUIMARAES;482;;ALTINOPOLIS;35053-730;GLP;08/11/2022;120;;R$ / 13 kg;BRANCA
SE;MG;LAVRAS;VIVIAN FRANCINELE SILVA; 13.148.009/0001-96;RUA ANTONIO BENEDITO DOS SANTOS;276;;JARDIM AMERICA;37200-000;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
NE;AL;MACEIO;GESSIEL CAVALCENTE DA SILVA ME.; 11.794.606/0001-62;RUA PROFESSOR LUIZ CARLOS DE SOUZA NETO;40;;PRADO;57014-350;GLP;08/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PI;TERESINA;J DA CRUZ E SILVA; 13.644.674/0001-70;RUA QUINZE DE NOVEMBRO;6179;"QUADRA: 00G LOTE 04;";LOURIVAL PARENTE;64022-350;GLP;08/11/2022;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;PIRACICABA;EDSON BORGES DE SOUZA PIRACICABA - ME; 03.516.877/0001-28;AVENIDA   EUCLIDES FIGUEIREDO;1675;;PARQUE RESIDENCIAL MONTE REY II;13409-070;GLP;08/11/2022;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;IPATINGA;COMERCIAL DE GAS CARDOSO E MOREIRA LTDA; 13.420.236/0001-29;RUA VAL PARAISO;288;;BETHANIA;35164-783;GLP;08/11/2022;120;;R$ / 13 kg;BRANCA
SE;RJ;NILOPOLIS;NILOGAS COMERCIO DE GAS LTDA ME; 10.906.581/0001-89;RUA   VICENTE CELESTINO;625;;CENTRO;26525-530;GLP;08/11/2022;100;;R$ / 13 kg;ULTRAGAZ
NE;CE;MARACANAU;POSTO METRO LTDA.; 13.071.577/0001-36;AVENIDA LATERAL SUL;135;;ACARACUZINHO;61920-710;GLP;08/11/2022;112;;R$ / 13 kg;LIQUIGÁS
NE;AL;MACEIO;MARGARIDA NASCIMENTO TORREIRO DE CARVALHO ME.; 11.063.988/0002-35;AVENIDA BRASIL;227;FUNDOS;POCO;57025-070;GLP;08/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;LAVRAS;PETROGAS COMERCIO VAREJISTA DE AGUA E GAS LTDA; 14.789.847/0001-01;RUA CHAGAS DORIA;320;;CENTRO;37200-000;GLP;08/11/2022;100;;R$ / 13 kg;BRANCA
S;SC;JOINVILLE;REVENDA DE GÁS FERRARI & FERRARI LTDA ME.; 14.476.083/0001-02;RUA DR. JULIO MESQUITA FILHO;360;;JARDIM IRIRIU;89224-240;GLP;08/11/2022;115;;R$ / 13 kg;ULTRAGAZ
NE;AL;MACEIO;ADALBERTO LUIZ JATOBA CABRAL  00992975409; 14.275.290/0001-90;RUA RADIALISTA  HAROLDO MIRANDA;19;;PRADO;57010-120;GLP;08/11/2022;110;;R$ / 13 kg;MINASGAS
N;AC;RIO BRANCO;M.D.M. COMERCIO DE COMBUSTIVEIS LTDA; 13.816.771/0001-01;RUA DO CAFE;153;;DISTRITO INDUSTRIAL;69920-190;GLP;08/11/2022;135;;R$ / 13 kg;FOGAS
N;AC;RIO BRANCO;JOAFRA - AUTO POSTO EIRELI; 07.466.381/0001-48;AVENIDA GOVERNADOR EDMUNDO PINTO;1502;;CONJUNTO RUI LINO;69919-850;GLP;08/11/2022;121;;R$ / 13 kg;FOGAS
N;TO;ARAGUAINA;JOSE ALDO MARTINS REIS; 10.561.299/0002-98;RUA DOS PINHEIROS;383;QUADRAF-12                LOTE  17;ARAGUAINA SUL;77827-250;GLP;08/11/2022;125;;R$ / 13 kg;ULTRAGAZ
SE;MG;CONTAGEM;MARIANA LAURITA DE ANDRADE NASCIMENTO ME; 14.959.378/0001-21;AVENIDA CORONEL BENJAMIM GUIMARAES;1756;;INDUSTRIAL;32235-000;GLP;08/11/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;DF;BRASILIA;J R G DOS SANTOS GAS LTDA; 15.285.622/0001-80;QUADRA QN 421 CONJUNTO A LOTE;5;;SAMAMBAIA;72325-541;GLP;08/11/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0049-41;AVENIDA SEGUNDA  AV. NORTE LOTES;44564;;SAMAMBAIA;72331-025;GLP;08/11/2022;102,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0043-56;AVENIDA PRIMEIRA  AVENIDA  LOTES;44564;;SAMAMBAIA;72310-108;GLP;08/11/2022;102,99;;R$ / 13 kg;LIQUIGÁS
CO;MT;CUIABA;COMERCIO LEBLON GAS E AGUA LTDA - ME; 04.851.668/0001-01;RUA   BOA VISTA;560;;JARDIM LEBLON;78060-038;GLP;08/11/2022;120;;R$ / 13 kg;LIQUIGÁS
S;RS;PELOTAS;E. P. FERNANDES; 09.115.740/0001-48;AVENIDA   FERREIRA VIANA;760;;AREAL;96085-000;GLP;08/11/2022;107;;R$ / 13 kg;LIQUIGÁS
NE;AL;MACEIO;CENTRAL GAS E AGUA LTDA; 09.087.684/0002-66;RUA JOANA DARC;51;;PITANGUINHA;57057-971;GLP;08/11/2022;99,99;;R$ / 13 kg;BRANCA
S;RS;SAO LEOPOLDO;SOARES & SOARES COMERCIO DE GAS LTDA; 16.366.519/0001-28;AVENIDA CAMPINA;625;;CAMPINA;93130-020;GLP;08/11/2022;105;;R$ / 13 kg;NGC DISTRIBUIDORA
NE;CE;MARACANAU;L. PORTELA PONTES - ME; 15.663.678/0001-21;AVENIDA PADRE JOSE HOLANDA DO VALE;919;;CAGADO;61912-010;GLP;08/11/2022;109,99;;R$ / 13 kg;BAHIANA
SE;RJ;NOVA IGUACU;MRL COMERCIO DE GAS GLP LTDA ME; 14.805.137/0001-28;ESTRADA LUIZ MARIO DA ROCHA LIMA;1824;LOJA A QUADRA B LOTE 11;RIACHAO;26084-005;GLP;08/11/2022;95;;R$ / 13 kg;ULTRAGAZ
SE;SP;MIRASSOL;GORETI & SILVA COMERCIO DE GAS LTDA; 15.701.142/0001-53;RUA JOSÉ EMYDIO DE FARIA;16-69;;MOREIRA;15130-000;GLP;08/11/2022;110;;R$ / 13 kg;COPA ENERGIA
S;SC;FLORIANOPOLIS;GILBERTO JOSÉ NUNES 7435144987; 16.560.475/0001-72;RODOVIA JOAO GUALBERTO SOARES;4501;CASA;SAO JOAO DO RIO VERMELHO;88060-000;GLP;08/11/2022;125;;R$ / 13 kg;LIQUIGÁS
SE;SP;JACAREI;G. S. PAPAGAZ DEPOSITO DE GAS LTDA; 14.791.252/0001-90;RUA SANTO IVO;192;;CIDADE SALVADOR;12312-190;GLP;08/11/2022;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ATIBAIA;RACHID COMERCIO DE GAS LTDA - ME; 10.286.226/0001-54;AVENIDA PREFEITO ANTONIO JULIO TOLEDO GARCIA LOPES;1290;;JARDIM DAS CEREJEIRAS;12954-270;GLP;08/11/2022;120;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;ERNANI VERISSIMO DA SILVA 28503252287; 17.369.453/0001-92;RUA   206;24;QUADRA 392;CIDADE NOVA;69097-505;GLP;08/11/2022;112;;R$ / 13 kg;AMAZONGÁS
S;RS;ESTEIO;ADAVILSON CARDOSO SOARES - ME; 17.294.379/0001-92;AVENIDA LUIZ PASTEUR;5041;;PARQUE PRIMAVERA;93295-010;GLP;08/11/2022;108;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;VINHEDO;VINHEDO GAS E AGUA LTDA; 17.456.555/0001-45;RUA DOS IMIGRANTES;138;;VILA GARCEZ;13280-001;GLP;08/11/2022;99,99;;R$ / 13 kg;ULTRAGAZ
S;SC;CRICIUMA;VISA COMERCIO E TRANSPORTES DE GAS LTDA - ME; 17.708.243/0001-81;AVENIDA UNIVERSITARIA;4205;;SAO DEFENDE;88808-000;GLP;08/11/2022;119;;R$ / 13 kg;ULTRAGAZ
SE;MG;ARAXA;IBIA GAS II SERVICOS DE ENTREGA, ATENDIMENTO E INSTALACOES DE GAS LTDA; 10.257.548/0002-56;RUA   HONORIO DE PAIVA ABREU;79;;JARDIM RESIDENCIAL BELA VISTA;38181-414;GLP;08/11/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;FORTALEZA;CARVALHO COMERCIAL DE GAS LTDA - ME; 17.312.023/0001-34;RUA DOUTOR  JOAO AMORA;1303;;VILA MANUEL SATIRO;60713-300;GLP;08/11/2022;110;;R$ / 13 kg;LIQUIGÁS
SE;SP;BARUERI;ELZA DE SOUSA CARVALHO - ME; 18.580.312/0001-87;AVENIDA HENRIQUE GONÇALVES BATISTA;164;;JARDIM BELVAL;06420-130;GLP;08/11/2022;109,99;;R$ / 13 kg;BRANCA
S;PR;APUCARANA;ALESANDRO DE SOUZA 00365951951; 18.738.023/0001-63;AVENIDA AVIACAO;519;;JARDIM TRABALHISTA;86807-000;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
SE;SP;JACAREI;POSTO DE SERVICOS SHOPPING TREVO LTDA; 03.166.277/0001-87;RUA ANTONIO AFONSO;23;;CENTRO;12327-270;GLP;08/11/2022;114,9;;R$ / 13 kg;LIQUIGÁS
SE;RJ;NOVA IGUACU;A. B. DE ALMEIDA - VENDA DE GAS; 14.869.278/0001-04;AVENIDA ABILIO AUGUSTO TAVORA;2901;;JARDIM ALVORADA;26265-090;GLP;08/11/2022;105;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;MELHOR GAS COMERCIO DE GAS EIRELI; 19.355.910/0001-15;RUA VIRGILDASIO SENA;S/N;;BOCA DO RIO;41710-220;GLP;08/11/2022;120;;R$ / 13 kg;BAHIANA
S;SC;FLORIANOPOLIS;RF COMÉRCIO VAREJISTA DE BEBIDAS E GÁS LTDA - ME; 18.371.456/0001-23;ESTRADA VEREADOR  ONILDO LEMOS;1840;;INGLESES DO RIO VERMELHO;88058-700;GLP;08/11/2022;113;;R$ / 13 kg;LIQUIGÁS
SE;MG;BELO HORIZONTE;JR GAS LTDA; 19.988.655/0001-48;RUA JOSE LINS DO REGO;937;;TUPI A;31842-350;GLP;08/11/2022;105;;R$ / 13 kg;BRANCA
CO;MS;CAMPO GRANDE;ROBERTO BEZERRA DE ARAUJO; 17.982.627/0001-98;RUA PROFESSOR HENRIQUE CIRILO CORREA;445;;VILA MARLI;79117-250;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
SE;SP;PIRACICABA;SILVA & DEVINHALE GAS LTDA - ME - ME; 20.129.224/0001-05;RUA   SEBASTIAO RODRIGUES PINTO;292;;JARDIM ALGODOAL;13405-413;GLP;08/11/2022;95,99;;R$ / 13 kg;COPA ENERGIA
SE;MG;CONTAGEM;AGUIA GAS E AGUA LTDA - ME; 20.531.319/0001-50;RUA DAMAS RIBEIRO;480;;ÁGUA BRANCA;32310-470;GLP;08/11/2022;128,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;KADU DO GAS COMERCIO DE GLP LTDA; 16.922.447/0001-58;AVENIDA ABILIO AUGUSTO TAVORA;8010;"QUADRA: 14; LOTE: 01;";MARAPICU;26294-300;GLP;08/11/2022;105;;R$ / 13 kg;CONSIGAZ
CO;MS;CAMPO GRANDE;V. R. COSTA ME; 20.114.628/0001-25;RUA SANTA  ROSA;19;;SANTA LUZIA;79116-664;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
SE;RJ;NOVA FRIBURGO;DISTRIBUIDORA DE GAS SUPERFRI LTDA; 20.160.190/0001-11;AVENIDA ANTONIO MARIO DE AZEVEDO;6076;": AREA 07 A-1;";CORREGO D'ANTAS;28630-310;GLP;08/11/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;PONTA GROSSA;LUIZ CARLOS CORREA - COMERCIO DE GAS; 08.980.688/0002-06;RUA CARLOS CHAGAS;27;ESQ.R.ODORICO MENDES;JARDIM CARVALHO;84016-060;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
NE;AL;MACEIO;INOVA COMERCIO DE GLP LTDA; 21.559.449/0001-64;AVENIDA JORGE BARROS;SN;"QUADRA: A5; LOTE: 12;";SANTA AMELIA;57063-000;GLP;08/11/2022;94;;R$ / 13 kg;BAHIANA
NE;RN;NATAL;ZONA NORTE GAS LTDA; 11.014.094/0002-55;TRAVESSA DOUTOR  VIANA;1;;DIX-SEPT ROSADO;59052-360;GLP;08/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;LILIANA PENAFORT VASCONCELOS 78195470220; 18.144.977/0001-48;AVENIDA   7 DE MAIO;11;;SANTA ETELVINA;69059-140;GLP;08/11/2022;113;;R$ / 13 kg;AMAZONGÁS
NE;AL;MACEIO;JOÃO R DE SALES - ME; 21.287.612/0001-87;RUA DOUTOR JOSÉ AFFONSO DE FARIAS MELLO NETO;170;A;TABULEIRO DO MARTINS;57060-160;GLP;08/11/2022;110;;R$ / 13 kg;COPA ENERGIA
S;PR;GUARAPUAVA;DAIANE MUSSATO GÁS ME; 21.927.903/0001-92;RUA QUINZE DE NOVEMBRO;1376;;IMOVEL MORRO ALTO;85064-500;GLP;08/11/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RESENDE;TELLES & SANTOS COMÉRCIO DE GLP LTDA - ME; 22.282.995/0001-63;AVENIDA   MARCILIO DIAS;1141;;LIBERDADE;27510-080;GLP;08/11/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;GOVERNADOR VALADARES;MARLON MOREIRA TECHIO; 15.131.151/0001-56;RUA PORTUGAL;200;;GRA-DUQUESA;35057-610;GLP;08/11/2022;135;;R$ / 13 kg;BRANCA
SE;SP;JUNDIAI;ALÔ GÁS COMÉRCIO DE GÁS E ÁGUA LTDA; 09.061.758/0001-04;AVENIDA SAO PAULO;842;;VILA ARENS II;13202-610;GLP;08/11/2022;107;;R$ / 13 kg;BRANCA
SE;SP;BARUERI;ALINE PASSINI DE CASTRO; 22.037.511/0001-10;AVENIDA ANIBAL CORREIA;2263;;PARQUE VIANA;06447-010;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;CARLOS SOARES DOS SANTOS COMERCIO - ME; 22.123.844/0001-62;RUA PASSOS;348;;SANTA HELENA;32015-030;GLP;08/11/2022;110;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;D S DE AVELAR FILHO; 22.318.255/0001-30;RUA TANCREDO NEVES;11;LOT. EDUARDO GOMES;PAZ;69049-621;GLP;08/11/2022;115;;R$ / 13 kg;FOGAS
N;AM;MANAUS;CARLOS ALBERTO LIBORIO DE QUEIROZ; 21.261.960/0001-85;RUA   TANCREDO NEVES;5;;REDENCAO;69047-600;GLP;08/11/2022;109;;R$ / 13 kg;AMAZONGÁS
CO;GO;GOIANIA;LUIRIS MARINHO PEREIRA DE LIMA 81676301100; 18.505.980/0001-40;RUA D 34;1966;"QD 76A; LOTE 03; SALA 02";VILA NOVO HORIZONTE;74363-750;GLP;08/11/2022;115;;R$ / 13 kg;BRANCA
S;RS;SAPUCAIA DO SUL;DIONINHA DRIVE THRU GAS E AGUA LTDA; 21.337.146/0001-05;RUA TROPEIROS;1400;;PASQUALINI;93224-660;GLP;08/11/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;M.R. COMERCIO E TRANSPORTE DE GAS LTDA; 19.072.262/0001-90;AVENIDA ABILIO AUGUSTO TAVORA;978;LOJA   1;CENTRO;26255-155;GLP;08/11/2022;105;;R$ / 13 kg;CONSIGAZ
S;PR;LONDRINA;CARLOS A. A. DE OLIVEIRA - ME; 20.459.249/0001-77;RUA   LAZARO ZAMENHOF;790;;SAN FERNANDO;86040-350;GLP;08/11/2022;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;ATIBAIA;COMERCIO DE GAS E AGUA ATIBAIA LTDA - ME; 22.598.523/0001-14;ALAMEDA PROFESSORLUCAS NOGUEIRA GARCEZ;2962;;JARDIM PAULISTA;12947-000;GLP;08/11/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PIRACICABA;FELINTO ALVES DE FREITAS; 02.932.928/0002-10;RUA JULIO MESQUITA FILHO;130;;HIGIENOPOLIS;13424-130;GLP;08/11/2022;105;;R$ / 13 kg;CONSIGAZ
NE;PE;RECIFE;PEREIRA E CARVALHO DISTRIBUIDORA DE GAS E AGUA LTDA; 10.705.673/0001-09;RUA TAMOIOS;49;;SANTO AMARO;50100-420;GLP;08/11/2022;95;;R$ / 13 kg;BAHIANA
SE;RJ;NOVA IGUACU;PALMARES COMERCIO DE GAS GLP LTDA - EPP; 23.095.794/0001-10;AVENIDA ABILIO AUGUSTO TAVORA;2506;QUADRA  D  LOTE 18;JARDIM PALMARES;26277-400;GLP;08/11/2022;105;;R$ / 13 kg;CONSIGAZ
NE;PI;TERESINA;MARIA DE F M DE SOUSA COMÉRCIO DE GÁS EIRELI ME; 22.897.275/0001-02;RUA   CASTELO DO PIAUI;2606;;MEMORARE;64009-330;GLP;08/11/2022;107;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;RECIFE;J. G. COUTINHO DE ARAUJO - ME; 19.344.824/0001-07;RUA CONEGO OLIMPIO TORRES;63;;CAMPINA DO BARRETO;52121-050;GLP;08/11/2022;95;;R$ / 13 kg;LIQUIGÁS
SE;RJ;VOLTA REDONDA;JOIL DE S. GUERRA - ME; 08.278.243/0001-06;AVENIDA   GETÚLIO VARGAS;15;;CENTRO;27253-410;GLP;08/11/2022;102,9;;R$ / 13 kg;ULTRAGAZ
NE;RN;MOSSORO;FRANCISCO CANINDE DOS SANTOS; 22.858.851/0001-02;RUA DELFINO FREIRE;430;;BOA VISTA;59605-160;GLP;08/11/2022;120;;R$ / 13 kg;LIQUIGÁS
N;RO;PORTO VELHO;ARAXA  AUTO POSTO LTDA; 20.607.344/0001-70;AVENIDA SETE DE SETEMBRO;4235;;AGENOR DE CARVALHO;76820-378;GLP;08/11/2022;140;;R$ / 13 kg;FOGAS
SE;RJ;NILOPOLIS;KELLY GÁS COMERCIO DE BOTIJÃO DE GÁS LTDA; 21.195.629/0001-04;ESTRADA ELISEU DE ALVARENGA;S/N;LT 01;CENTRO;26525-102;GLP;08/11/2022;110;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;JUCILANE DE CASTRO LOPES COELHO; 21.700.171/0001-01;AV PADRE LEONARDO SENNE;364;FUNDOS;ALTINOPOLIS;35010-970;GLP;08/11/2022;120;;R$ / 13 kg;LIQUIGÁS
CO;MT;CUIABA;NOVA RENASCER GAS E AGUA EIRELI; 22.122.488/0001-62;AVENIDA PROFESSORA  EDNA MARIA DE ALBUQUERQUE AFFI;868;LT 15 QD 13;JD RENASCER;78061-388;GLP;08/11/2022;135;;R$ / 13 kg;COPA ENERGIA
SE;MG;LAVRAS;RAJE GAS COMERCIO DE GAS LTDA; 23.705.813/0001-82;RUA DONATO BAUTI;137;;ARTHUR BERNARDES;37200-000;GLP;08/11/2022;110;;R$ / 13 kg;FOGAS
SE;RJ;NILOPOLIS;ARRUDA AGUIAR REVENDEDORA DE GÁS LTDA; 24.259.363/0001-04;ESTRADA MARECHAL CASTELO BRANCO;810;LOJA;CENTRO;26525-124;GLP;08/11/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;MARACANAU;JN COMERCIO DERIVADOS DE PETROLEO LTDA; 23.417.935/0001-73;AV CONTORNO NORTE (CJ INDUSTRIAL);507;;INDUSTRIAL;61925-315;GLP;08/11/2022;112;;R$ / 13 kg;LIQUIGÁS
SE;SP;MIRASSOL;IRACI RIBEIRO DE FREITAS AGUA E GAS - ME; 14.014.996/0005-22;AV FREI ANTONIO ZIMMERMANN;22-86;;JARDIM FLAMBOYANT;15130-000;GLP;08/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;OSASCO;DMF GAS COMERCIO VAREJISTA DE GLP LTDA ME; 24.390.480/0001-02;RUA PARANAENSE;1013;;CONCEIÇÃO;06140-052;GLP;08/11/2022;103,99;;R$ / 13 kg;BRANCA
SE;SP;VINHEDO;CAMARGO & BRAGA COMERCIO DE GAS LTDA - ME; 25.177.645/0001-25;RUA APARECIDA ORTIZ DE CAMARGO CIENI;116;;CAPELA;13280-000;GLP;08/11/2022;112;;R$ / 13 kg;ULTRAGAZ
NE;PB;CAMPINA GRANDE;MERCADINHO MENOR PREÇO COMERCIO DE ALIMENTOS E BEBIDAS LTDA - ME; 70.097.068/0001-16;RUA ALMIRANTE BARROSO;1780;;CRUZEIRO;58106-123;GLP;08/11/2022;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;ROGERIO LEONARDO DOS SANTOS; 11.707.902/0001-89;RUA   ANTÔNIO FÉLIX COSTA;384;;MANGABEIRA;58056-320;GLP;08/11/2022;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
