Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;SAO PAULO;GASBOM ESTRADA DAS LAGRIMAS COMERCIO DE GAS LTDA; 35.689.366/0001-02;RUA ALENCAR ARARIPE;35;ANEXO 39 E 43;SACOMA;04253-000;GLP;05/10/2022;112;;R$ / 13 kg;CONSIGAZ
NE;BA;SALVADOR;R&R COMERCIO VAREJISTA DE GAS LTDA; 45.916.242/0001-68;RUA DA NATIVIDADE;7;CASA  CASA;ALTO DO COQUEIRINHO;41615-100;GLP;05/10/2022;110;;R$ / 13 kg;BAHIANA
SE;SP;SAO PAULO;DAVID MANUEL  BRAZ; 01.151.195/0001-33;RUA BARAO DE MONTE SANTO;103;A;MOOCA;03123-020;GLP;06/10/2022;124,99;;R$ / 13 kg;ULTRAGAZ
NE;BA;SALVADOR;ALICE ALVES DOS SANTOS DE JACOBINA - ME; 02.371.464/0002-10;RUA  DA MATRIZ;S/N;LOTE 10;VALERIA;41300-600;GLP;06/10/2022;120;;R$ / 13 kg;BAHIANA
SE;SP;SAO PAULO;MAREL COMÉRCIO DE GÁS LTDA.; 03.296.479/0001-43;PRAÇA ANDRÉ MACIEL;1;B;MOOCA;03181-090;GLP;06/10/2022;122,9;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;DEPOSITO DE GAS CRISTO REI LTDA; 03.957.074/0001-09; QN 306 CONJUNTO 02 LOTE;3;;SAMAMBIA;72306-202;GLP;06/10/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RR;BOA VISTA;N NERI. AGUIAR LTDA; 04.687.240/0001-67;RUA FELIPE XAUD;2613;;CAMBARA;69313-445;GLP;06/10/2022;124;;R$ / 13 kg;FOGAS
SE;MG;BELO HORIZONTE;DEPOSITO DE GAS MENDES VILELA LTDA; 71.057.400/0001-81;RUA ARQUITETO  MORANDI;103;;BARREIRO;30640-160;GLP;06/10/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;ORLIGÁS COMÉRCIO E TRANSPORTE DE GÁS LTDA.; 74.122.888/0001-71;RUA BARTOLOMEU LOURENÇO DE GUSMAO;4184;;BOQUEIRAO;81730-040;GLP;06/10/2022;105,9;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;HAUERGÁS COMÉRCIO  DE GÁS LTDA - ME; 05.906.825/0001-93;RUA PROFESSOR JOÃO SOARES BARCELOS;2251;;BOQUEIRÃO;81670-080;GLP;06/10/2022;108,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;DF;BRASILIA;WK COMERCIAL DE GAS EIRELI; 05.551.836/0001-06;QUADRA QS 107 CONJUNTO 06 LOTE;4;;SAMAMBAIA SUL (SAMAMBAIA);72301-520;GLP;06/10/2022;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RR;BOA VISTA;MARIA DE LOURDES LINHARES DA CRUZ EIRELI; 34.793.372/0001-34;RUA OSCAR MARTINS DOS SANTOS;483;;CAMBARA;69313-342;GLP;06/10/2022;120;;R$ / 13 kg;FOGAS
SE;SP;SAO PAULO;R.B. GANDINI - GAS ME; 07.693.086/0001-24;RUA VINTE E UM DE ABRIL;1462;1466/1468;BRAS;03047-000;GLP;06/10/2022;121,99;;R$ / 13 kg;ULTRAGAZ
CO;GO;GOIANIA;OZIEL ALVES AFONSO; 07.265.362/0001-53;RUA OZORIO DE MORAIS;454;QUADRA 24 LOTE 27;JARDIM ITAIPU;74355-533;GLP;06/10/2022;110;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;ENTREGAS COMÉRCIO DE GÁS E ÁGUA MINERAL LTDA.; 08.147.709/0001-26;RUA PROFESSOR JOÃO SOARES BARCELOS;2766;;BOQUEIRÃO;81670-080;GLP;06/10/2022;105;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;ROBSON RODRIGUES; 07.393.446/0001-72;RUA PEDRO VIEIRA DOS SANTOS;515;QD.24 LT.01;JARDIM ITAIPU;74355-515;GLP;06/10/2022;110;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;DEPÓSITO DE GÁS ÁGUAS CLARAS LTDA ME; 03.276.800/0001-28;LOTE 12 , CONJUNTO;4;ADE- ÁGUAS CLARAS;ÁGUAS CLARAS;70310-500;GLP;06/10/2022;115;;R$ / 13 kg;BRANCA
N;RR;BOA VISTA;FRANCISCO PEREIRA COSTA; 00.510.837/0001-80;RUA LAURA PINHEIRO MAIA;1235;;PINTOLANDIA;69316-738;GLP;06/10/2022;128;;R$ / 13 kg;FOGAS
NE;SE;ARACAJU;JC GAS EIRELI; 05.826.262/0001-23;RUA   ABRAHÃO CRISPIM DE SOUZA;50;;FAROLÂNDIA;49030-293;GLP;06/10/2022;104,9;;R$ / 13 kg;BAHIANA
CO;DF;BRASILIA;DEPOSITO DE GAS IDEAL LTDA; 09.463.133/0001-79;QUADRA QS 11, CONJUNTO G,  AREAL (AGUAS CLARAS), LOTE;6;;TAGUATINGA;71982-650;GLP;06/10/2022;110;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;COMÉRCIO E TRANSPORTE DE GÁS VILA DIVA LTDA. - ME; 08.243.363/0001-60;AVENIDA   MONTEMAGNO;1044;;VILA FORMOSA;03371-000;GLP;06/10/2022;129,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;TROPICAL COMÉRCIO DE GÁS; 08.963.940/0001-98;Q QN 429;S/N;CONJUNTO A - LOTE 08;SAMAMBAIA;72329-501;GLP;06/10/2022;99,99;;R$ / 13 kg;BRANCA
N;RR;BOA VISTA;ARNALDO DE SOUSA; 10.615.140/0001-28;RUA   ADAIL OLIVEIRA ROSA;831;;DOUTOR SILVIO LEITE;69314-296;GLP;06/10/2022;119;;R$ / 13 kg;FOGAS
SE;SP;SAO PAULO;COMERCIO DE GÁS TOSCANO LTDA ME; 07.007.036/0001-46;RUA SILVA JARDIM;179;;BELEM;03057-070;GLP;06/10/2022;122;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;GOLD COMÉRCIO DE GÁS LTDA.; 11.016.437/0001-30;QS 7 AVENIDA AGUAS CLARAS;LOTE 34;;TAGUATINGA;71966-700;GLP;06/10/2022;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;SUPERGASBRAS ENERGIA LTDA.; 19.791.896/0153-96;RUA CORONEL JOSE RODOLFO PEREIRA DE SOUZA;S/N;GALPÃO;VALERIA;41301-335;GLP;06/10/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;SE;ARACAJU;DIAMANTEGAS REVENDEDORA DE GAS LTDA; 13.171.512/0001-62;RUA RADIALISTA CARLOS RODOLFO RODRIGUES GOIS;48;;PONTO NOVO;49097-563;GLP;06/10/2022;104,9;;R$ / 13 kg;BRANCA
N;RR;BOA VISTA;A J  RIBEIRO DE ANCHIETA - ME; 05.491.044/0001-85;AVENIDA SÃO  JOAQUIM;306;;DOUTOR SILVIO LEITE;69314-342;GLP;06/10/2022;125;;R$ / 13 kg;FOGAS
NE;RN;NATAL;GEOVANNI F. PIMENTA ME.; 12.812.455/0001-90;RUA SHALOM;669;;PAJUCARA;59125-310;GLP;06/10/2022;99,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0093-15;QUADRA QS 09 RUA 120 LOTE;28;;AGUAS CLARAS;71977-180;GLP;06/10/2022;101,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0090-72;QUADRA QS 320 CONJUNTO 10 LOTE;2;;SAMAMBAIA;72310-510;GLP;06/10/2022;102,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0064-80;AVENIDA PRIMEIRA  AV. NORTE LOTE;44846;;SAMAMBAIA;72320-000;GLP;06/10/2022;102,99;;R$ / 13 kg;ULTRAGAZ
SE;ES;VITORIA;T.A GONÇALVES - ME; 14.822.331/0001-11;RUA PADRE  NOBREGA;159;;CENTRO;29016-250;GLP;06/10/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RR;BOA VISTA;MENDES E SILVA LTDA; 18.053.396/0001-09;RUA HENRIQUE DE O GOMES;527;;CAMBARA;69313-422;GLP;06/10/2022;125;;R$ / 13 kg;FOGAS
NE;SE;ARACAJU;EDILENE DOS REIS PINA; 18.464.497/0001-64;RUA ALAGOAS;1280;;JOSE CONRADO DE ARAUJO;49085-000;GLP;06/10/2022;94,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;DF;BRASILIA;J.F.C. DOS SANTOS DEPOSITO DE GAS LTDA; 20.081.728/0001-00;QUADRA QS 120 CONJUNTO 7 LOTE;3;;SAMAMBAIA SUL (SAMAMBAIA);72304-507;GLP;06/10/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;GOIANIA;VALDONETE RODRIGUES CARDOSO FILHO - ME; 18.701.069/0001-08;AVENIDA   VIEIRA SANTOS;1561;QD: 25, LT: 13;RESIDENCIAL ITAIPU;74356-048;GLP;06/10/2022;99,99;;R$ / 13 kg;BRANCA
N;RR;BOA VISTA;M J DE ASSIS ALVES - ME; 03.432.247/0001-75;AV SÃO JOAQUIM;1587;;DR SILVIO LEITE;69301-081;GLP;06/10/2022;110;;R$ / 13 kg;AMAZONGÁS
NE;SE;ARACAJU;OLINO REVENDEDORA DE GLP LTDA; 22.487.170/0001-85;AVENIDA GONCALO PRADO ROLEMBERG;1820;;SAO JOSE;49015-300;GLP;06/10/2022;104,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PI;TERESINA;MARIA DE F M DE SOUSA COMÉRCIO DE GÁS EIRELI ME; 22.897.275/0001-02;RUA   CASTELO DO PIAUI;2606;;MEMORARE;64009-330;GLP;06/10/2022;107;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;CASA DO GAS SP COMERCIO DE GAS EIRELI; 22.891.084/0001-33;RUA DA MOOCA;3218;;MOOCA;03165-000;GLP;06/10/2022;119,9;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;OURO GAS LTDA; 23.934.139/0001-08;QUADRA QS 5 RUA 311;.;LOTE 11;AREAL AGUAS CLARAS;71964-180;GLP;06/10/2022;94,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;MAXXIGÁS COMERCIAL LTDA ME; 03.480.334/0001-06;AVENIDA   MONTEMAGNO;700;;VILA FORMOSA;03371-000;GLP;06/10/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;DF;BRASILIA;PEREIRA ECO GAS EIRELI - ME; 24.973.797/0001-71;QS 127 CONJUNTO B;2;;SAMAMBAIA SUL (SAMAMBAIA);72303-532;GLP;06/10/2022;110;;R$ / 13 kg;LIQUIGÁS
N;RR;BOA VISTA;A. JOSE SOARES AMORIM; 28.651.213/0001-00;R IZIDIO GALDINO DA SILVA;1325;;SENADOR HELIO CAMPOS;69316-516;GLP;06/10/2022;120;;R$ / 13 kg;FOGAS
S;PR;CURITIBA;ANTONIO DURVAL DE OLIVEIRA; 28.434.109/0001-56;AVENIDA PRESIDENTE WENCESLAU BRAZ;516;;LINDOIA;81010-000;GLP;06/10/2022;105;;R$ / 13 kg;ULTRAGAZ
NE;SE;ARACAJU;MARIANE COMERCIO DE GAS LTDA; 28.514.547/0001-24;RUA MANOEL DANTAS;362;;JOSE CONRADO DE ARAUJO;49085-210;GLP;06/10/2022;104,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;C. N .O. DE SOUSA; 27.311.449/0001-27;RUA ROSA OLIVEIRA DE ARAUJO;1247;;PINTOLANDIA;69316-730;GLP;06/10/2022;119;;R$ / 13 kg;AMAZONGÁS
N;RR;BOA VISTA;BOAVENTURA EMPREENDIMENTOS LTDA; 29.047.505/0001-93;TRAVESSA DOS MACUXIS;3887;SALA  01;EQUATORIAL;69317-318;GLP;06/10/2022;122;;R$ / 13 kg;FOGAS
NE;PI;TERESINA;AGILIZE GAS EIRELI; 31.170.800/0001-84;RUA MANOEL DA PAZ;849;ANEXO B;VERMELHA;64019-280;GLP;06/10/2022;120;;R$ / 13 kg;BAHIANA
NE;SE;ARACAJU;CENTRAL REVENDEDORA DE GAS LTDA; 28.941.526/0001-95;RUA SAO CRISTOVAO;1752;;GETULIO VARGAS;49055-620;GLP;06/10/2022;100;;R$ / 13 kg;BAHIANA
NE;SE;ARACAJU;MELHOR GAS LTDA; 30.519.374/0001-89;RODOVIA DOS NAUFRAGOS;6485;LOJA  A;ZONA DE EXPANSAO (ARUANA);49000-013;GLP;06/10/2022;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0022-05;AVENIDA VEREADOR MANOEL DORIA  DA SILVA;400;LOTE  02;FAROLANDIA;49031-260;GLP;06/10/2022;104,9;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;MAURA REGINA PINTO; 32.142.878/0001-58;RUA DOUTOR BLEY ZORNIG;371;;BOQUEIRAO;81730-350;GLP;06/10/2022;105;;R$ / 13 kg;ULTRAGAZ
N;RR;BOA VISTA;W DA SILVA COSTA; 31.352.821/0001-10;RUA C-35;397;LOJA  A;DOUTOR SILVIO LEITE;69314-352;GLP;06/10/2022;112;;R$ / 13 kg;AMAZONGÁS
CO;DF;BRASILIA;AUTO POSTO OLIVEIRA LTDA; 04.753.334/0001-97; CSG 20 LOTE 03;S/N;;TAGUATINGA;72035-520;GLP;06/10/2022;119,99;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;D C M DE CARVALHO GAS GLP; 31.910.756/0001-00;RUA DAS CARMELITAS;2930;;BOQUEIRAO;81650-060;GLP;06/10/2022;105;;R$ / 13 kg;BRANCA
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0016-59;RODOVIA DOS NAUFRAGOS;11800;;ZONA DE EXPANSAO;49008-093;GLP;06/10/2022;109,9;;R$ / 13 kg;LIQUIGÁS
CO;GO;GOIANIA;LUIZ RICARDO ALVES SIQUEIRA; 32.161.703/0001-98;RUA RI 14;818;QUADRA53                  LOTE  35;RESIDENCIAL ITAIPU;74356-038;GLP;06/10/2022;110;;R$ / 13 kg;LIQUIGÁS
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0012-25;RUA JAPARATUBA;387;;SANTO ANTONIO;49060-300;GLP;06/10/2022;109,9;;R$ / 13 kg;LIQUIGÁS
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0018-10;AVENIDA AUGUSTO FRANCO;2040;;SIQUEIRA CAMPOS;49075-100;GLP;06/10/2022;109,9;;R$ / 13 kg;LIQUIGÁS
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0010-63;RUA LARANJEIRAS;1781;;GETULIO VARGAS;49055-380;GLP;06/10/2022;109,9;;R$ / 13 kg;LIQUIGÁS
SE;ES;VITORIA;MAX EMILIANO BENTO CAVOLI; 32.139.486/0001-30;RUA ARMANDO GUIMARAES;85;;ITARARE;29047-510;GLP;06/10/2022;108;;R$ / 13 kg;BRANCA
N;RR;BOA VISTA;FRANCISCO JEFFERSON COMERCIO & DISTRIBUIDORA EIRELI; 09.208.004/0001-34;RUA CARMELO;855;;DR. SILVIO BOTELHO;69314-537;GLP;06/10/2022;122;;R$ / 13 kg;FOGAS
SE;ES;VITORIA;DANIELLE OLIVEIRA FERNANDES COMERCIO DE GAS EIRELI; 33.858.686/0001-05;RODOVIA SERAFIM DERENZI;1830;LOJA  01;INHANGUETA;29023-010;GLP;06/10/2022;99,99;;R$ / 13 kg;CONSIGAZ
CO;GO;GOIANIA;GAS MACHADO EIRELI; 33.247.076/0001-75;AVENIDA VIEIRA SANTOS;1814;QUADRA41                  LOTE  25;RESIDENCIAL ITAIPU;74356-048;GLP;06/10/2022;100;;R$ / 13 kg;BRANCA
NE;SE;ARACAJU;R P COMERCIO DE GAS LTDA; 33.832.693/0001-38;AVENIDA EMPRESARIO JOSE CARLOS SILVA;1010;LOJA  03;FAROLANDIA;49030-640;GLP;06/10/2022;106;;R$ / 13 kg;BAHIANA
N;RR;BOA VISTA;W V DOS SANTOS; 28.500.071/0001-72;RUA PROFESSORA MARIA DO CARMO LIMA CARVALHO;3034;;SENADOR HELIO CAMPOS;69316-563;GLP;06/10/2022;120;;R$ / 13 kg;FOGAS
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0020-35;TRAVESSA J DIST INDUSTRIAL;4818;;INACIO BARBOSA;49042-190;GLP;06/10/2022;104,9;;R$ / 13 kg;LIQUIGÁS
N;RR;BOA VISTA;DISTRIBUIDORA DE BEBIDAS EVELYN LTDA; 07.809.733/0002-00;RUA MARIA MARTINS VIEIRA;1727;;EQUATORIAL;69317-340;GLP;06/10/2022;116;;R$ / 13 kg;FOGAS
CO;GO;GOIANIA;PABLO GICKISON LOPES MARTINS 03465696131; 24.989.302/0001-00;RUA RI 13;1215;"QUADRA 81;LOTE 20";RESIDENCIAL ITAIPU;74356-040;GLP;06/10/2022;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;ANGELO ORNELLAS BALDWIN; 36.345.527/0001-03;RUA DA MATRIZ;522;;VALERIA;41300-600;GLP;06/10/2022;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;W O DUARTE; 36.682.018/0001-68;RUA THEREZA MAGALHAES BRASIL;355;;SENADOR HELIO CAMPOS;69316-526;GLP;06/10/2022;123;;R$ / 13 kg;FOGAS
S;PR;CURITIBA;AUTO POSTO VERENKA LTDA.; 07.602.682/0003-13;RUA WALDEMAR LOUREIRO CAMPOS;2084;;BOQUEIRAO;81670-360;GLP;06/10/2022;97;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;GOLD GAS COMERCIO DE GLP LTDA; 33.935.781/0001-65;QUADRA QS 9 RUA 150 LOTE;2;;AREAL (AGUAS CLARAS);71976-540;GLP;06/10/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;GOIANIA;PELGI COMERCIO DE GAS E BEBIDAS LTDA; 35.119.311/0001-59;RUA PEDRO VIEIRA DOS SANTOS;503;QUADRA16                  LOTE  01;JD ITAIPU;74355-515;GLP;06/10/2022;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;P G DA SILVA LIMA; 37.481.356/0001-02;RUA C-35;97;;DOUTOR SILVIO LEITE;69314-352;GLP;06/10/2022;119;;R$ / 13 kg;FOGAS
CO;DF;BRASILIA;LIMA GAS LTDA; 38.068.800/0001-17;QUADRA QS 5 PRACA AGUAS CLARAS 2 LOTE;9;;AREAL (AGUAS CLARAS);71961-800;GLP;06/10/2022;105;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;ARIANE BRUNA FRANCISCA DE SOUZA; 32.047.153/0001-80;RUA DOS INDUSTRIARIOS;404;;BAIRRO DAS INDUSTRIAS I;30610-280;GLP;06/10/2022;109,99;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;RF FONTES FOGACA; 37.722.274/0001-02;RUA W4;182;QUADRA03                  LOTE  06;JD ITAIPU;74355-504;GLP;06/10/2022;109;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;E. C. DE ALMEIDA; 35.058.876/0001-73;RUA W12;341;;JD ITAIPU;74355-527;GLP;06/10/2022;110;;R$ / 13 kg;BRANCA
NE;PI;TERESINA;F DO CARMO DOS SANTOS SILVA; 37.469.353/0001-45;RUA JOAO ISIDORO FRANCA;5989;;POTI VELHO;64008-010;GLP;06/10/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;C R DA SILVA; 39.838.914/0001-61;AVENIDA RAIMUNDO RODRIGUES COELHO;985;;DOUTOR SILVIO BOTELHO;69314-568;GLP;06/10/2022;120;;R$ / 13 kg;FOGAS
SE;ES;VITORIA;TL GAS LTDA; 39.226.179/0001-35;AVENIDA MARECHAL CAMPOS;601;;DE LOURDES;29042-763;GLP;06/10/2022;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;SE;ARACAJU;RPB AUTO POSTO LTDA; 07.075.892/0005-62;AVENIDA EMPRESARIO JOSE CARLOS SILVA;2003;;AEROPORTO;49035-000;GLP;06/10/2022;104,9;;R$ / 13 kg;LIQUIGÁS
SE;ES;VITORIA;XANDOM GAS E AGUA LTDA; 39.982.619/0001-84;AVENIDA NAIR AZEVEDO SILVA;220;;ILHA DO PRINCIPE;29020-240;GLP;06/10/2022;100;;R$ / 13 kg;BRANCA
N;RR;BOA VISTA;A DE OLIVEIRA MAGALHAES; 33.722.949/0001-54;AVENIDA FELINTO BARBOSA MONTEIRO;1175;;SENADOR HELIO CAMPOS;69316-400;GLP;06/10/2022;118;;R$ / 13 kg;FOGAS
CO;GO;GOIANIA;GRASIELE CRISTINA PEREIRA DE SOUSA EIRELI; 31.543.712/0001-80;RUA RI 7;192;QUADRA107                 LOTE  35;RESIDENCIAL ITAIPU;74356-056;GLP;06/10/2022;110;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;J. VANESSA DOS SANTOS DISTRIBUIDORA DE GAS E AGUA; 29.618.947/0001-42;AVENIDA RIO VERMELHO;502;QUADRA31                  LOTE  21;JD ITAIPU;74355-534;GLP;06/10/2022;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;SE;ARACAJU;REDE DE POSTOS PRESIDENTE LTDA; 32.864.795/0026-20;AVENIDA GENERAL EUCLIDES FIGUEIREDO;549;;SOLEDADE;49089-025;GLP;06/10/2022;104,9;;R$ / 13 kg;LIQUIGÁS
SE;MG;BELO HORIZONTE;MIX GAS COMERCIO LTDA; 40.801.073/0001-05;RUA BOAVENTURA COSTA;186;;BARREIRO;30640-490;GLP;06/10/2022;100;;R$ / 13 kg;COPA ENERGIA
NE;BA;SALVADOR;ALCIONE DE ARAUJO SANTOS; 42.205.451/0001-05;ESTRADA NOVA BRASILIA;525;;VALERIA;41300-480;GLP;06/10/2022;120;;R$ / 13 kg;BAHIANA
SE;SP;SAO PAULO;CIPRIANO-GAS COMERCIO DE GLP LTDA; 32.676.844/0001-43;AVENIDA CIPRIANO RODRIGUES;718;;VILA FORMOSA;03361-010;GLP;06/10/2022;99,99;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;MERCEARIA BATISTA EIRELI; 27.459.251/0001-95;RUA DAS ROSAS;21;QUADRA70                  LOTE  03;RESIDENCIAL SANTA FE I;74395-660;GLP;06/10/2022;105;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;FIDELIS GAS E AGUA EIRELI; 42.801.769/0001-59;RUA RI4;346;QUADRA28                  LOTE  27;RES ITAIPU;74356-062;GLP;06/10/2022;110;;R$ / 13 kg;BRANCA
NE;PI;TERESINA;A & R MACEDO COMERCIO DE GAS LTDA; 42.177.108/0001-02;RUA SIMPLICIO MENDES;1127;;VERMELHA;64018-510;GLP;06/10/2022;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;AUTO POSTO SANTA FE LTDA; 33.582.477/0001-81;RUA CORONEL LUIZ JOSE DOS SANTOS;2226;;BOQUEIRAO;81670-400;GLP;06/10/2022;99,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;SE;ARACAJU;SM GAS REVENDEDORA LTDA; 42.136.047/0001-27;RUA PARAIBA;287;;SIQUEIRA CAMPOS;49075-420;GLP;06/10/2022;105;;R$ / 13 kg;BAHIANA
NE;SE;ARACAJU;L PESSOA GAS LTDA; 44.230.383/0003-21;RUA AMAZONAS;419;;SIQUEIRA CAMPOS;49075-070;GLP;06/10/2022;100;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;LS GAS BRASILIA GLP LTDA; 45.415.913/0001-07;AREA ADE CONJUNTO 13 LOTE;10;;AREA DE DESENVOLVIMENTO ECONOMICO (AGUAS CLARAS);71987-720;GLP;06/10/2022;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RR;BOA VISTA;D L DA SILVA; 44.620.075/0001-40;AVENIDA NAZARE FILGUEIRAS;843;LOJA  2;DOUTOR SILVIO BOTELHO;69314-551;GLP;06/10/2022;115;;R$ / 13 kg;AMAZONGÁS
NE;PI;TERESINA;POSTO MAIS SAO JOAQUIM LTDA; 10.405.299/0001-18;RUA RUI BARBOSA;4499;;SAO JOAQUIM;64005-355;GLP;06/10/2022;120;;R$ / 13 kg;BRANCA
N;TO;PALMAS;NN DISTRIBUIDORA DE GAS LTDA; 08.240.771/0001-68;QUADRA 112 SUL RUA SR 1 (ASR-SE 15 CONJUNTO 01);S/N;LOTE  27;PLANO DIRETOR SUL;77020-170;GLP;07/10/2022;130;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;HY ULTRA AZUL COMÉRCIO DE GÁS LTDA.; 10.375.289/0001-87;ESTRADA DA BARONESA;991;;JARDIM HERCULANO;04944-180;GLP;07/10/2022;118;;R$ / 13 kg;ULTRAGAZ
N;TO;PALMAS;LUCIEL SILVA LIMA - ME; 08.226.627/0001-77;112 SUL, RUA  SR 7;S/N;LOTE  01;PLANO DIRETOR SUL;77020-176;GLP;07/10/2022;120;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;COMERCIAL DE GAS UNIDOS LTDA - ME.; 14.583.505/0001-30;ESTRADA DE ITAPECERICA;7950;;PARQUE FERNANDA;05858-002;GLP;07/10/2022;120;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;GASBOM M. BOI MIRIM I COMERCIO DE GAS LTDA; 14.500.302/0001-33;ESTRADA M.BOI MIRIM;3841;;JARDIM DAS FLORES;04905-023;GLP;07/10/2022;110;;R$ / 13 kg;CONSIGAZ
SE;SP;SAO PAULO;GASBOM M BOI MIRIM II COMÉRCIO DE GÁS LTDA; 14.500.301/0001-99;ESTRADA DO M BOI MIRIM;6092;;PARQUE DO LAGO;04905-000;GLP;07/10/2022;109,99;;R$ / 13 kg;CONSIGAZ
SE;SP;SAO PAULO;GASBOM GUARAPIRANGA COMÉRCIO DE GÁS LTDA; 14.500.296/0001-14;AVENIDA GUARAPIRANGA;5157;;PRAIA DA LAGOA;04910-015;GLP;07/10/2022;112,99;;R$ / 13 kg;CONSIGAZ
SE;SP;SAO PAULO;CÍCERO DA SILVA ANDRADE ME; 16.912.152/0001-09;ESTRADA DOM'BOI MIRIM;6899;;PARQUE DO LAGO;04948-030;GLP;07/10/2022;109,99;;R$ / 13 kg;COPA ENERGIA
SE;SP;SAO PAULO;GASBOM CALDEIRA FILHO COMERCIO DE GAS LTDA.; 15.500.662/0001-06;RUA CARLOS CALDEIRA FILHO;S/Nº;LT. 1 A 5 QD. 9;JD. SÃO JANUÁRIO;05335-120;GLP;07/10/2022;114,99;;R$ / 13 kg;CONSIGAZ
N;TO;PALMAS;VITAL E VITAL LTDA; 16.578.789/0001-00;LOTEAMENTO LOTE 02 LOTEAMENTO SERRA DOURADA MARGEM ESQ A ROD TO 020;S/N;;ZONA RURAL;77016-524;GLP;07/10/2022;130;;R$ / 13 kg;BRANCA
